campaign_id,audience_segment,creative_size.userid,creative_messaging,app_url,exchange,device_make,impressions,clicks,viewable_impressions,measurable_impressions,total_conversions,gross_cost
QE21R,Real Estate » Occupancy » Owner Occupied,300x250 | KUQES7066D,Sign up Now - 10% Off,accuweather.com,Google Ad Manager,Windows PC,49250,220,9205,43535,15,1694.470977
GO86G,Online Behavior>United States>Autos and Vehicles » Brands>LandRover,300x250 | KUQES7066D,Sign up Now - 10% Off,ebay.com,Google Ad Manager,Apple PC,104538,347,49049,97093,2,5266.424233
GQ33R,US Demographic » Preferred Language » Individual » Non-Hispanic,300x250 | TMGOP8000K,Subscribe Today - 10% Discount,houseplans.net,BidSwitch,Smartphone,7356,10,1588,7088,1,1730.37357
KJ36W,Online Behavior>United States>Autos and Vehicles » Brands>Volkswagen,300x250 | TMGOP8000K,Subscribe Today - 10% Discount,mlb.com,Google Ad Manager,Smartphone,7789,30,4655,7434,1,6396.868763
TQ9R,Online Behavior>United States>Autos and Vehicles » Brands>Mitsubishi,300x250 | TMGOP8000K,Sign up Today - 10% Off,msn.com,Smart RTB+ (Smartadserver),Smartphone,335461,963,171464,247450,5,4445.874629
RF19B,Online Behavior>United States>Intent » Shopping>Home and Garden,320x50 | PNDZA8403Y,Sign up Today - 10% Off,msn.com,Google Ad Manager,Smartphone,26270,63,12813,21893,12,6417.264564
ZA16T,Online Behavior>United States>Intent » Auto Buyers » Car Make>Subaru,300x250 | PNDZA8403Y,Sign up Today - 10% Off,signupgenius.com,Magnite DV+,Apple PC,7965,50,5230,6923,10,6298.513929
TB53B,Media Source » LBDigital » Open For Business B2B,320x50 | PNDZA8403Y,Sign up Now - 10% Off,tomsguide.com,OpenX,Smartphone,21737,80,11206,19459,4,1521.576648
LJ36Y,Online Behavior>United States>News>Weather,300x250 | SEFWO1141R,Sign up Now - 10% Off,wikihow.com,Google Ad Manager,Smartphone,9404,30,4781,7943,4,1345.369
CA34N,Mobile - US » Device Ownership » Smartphones » iOS (Apple) » iPhone 11,320x50 | DZZSC6982P,10% Discount - Ends 6/1,finance.yahoo.com,Google Ad Manager,Smartphone,22163,55,2368,8130,3,1493.779328
VG35E,OnAudience » Intent » Sporting Goods,300x250 | GRLRA8191Q,Sign up Now - 10% Off,calculator.net,PubMatic,Smartphone,22004,80,18735,21127,4,1632.472782
HD86N,US » Reach » Propensity Models » Household Consumer Expenditures » Lawn and Garden,300x250 | GRLRA8191Q,Sign up Today - 10% Off,cbsnews.com,Google Ad Manager,Windows PC,65983,212,8536,57434,3,1599.076249
XK93B,Online Behavior>United States>Sports>Team Sports » Rugby,300x250 | JNSGH4128A,10% Discount - Ends 6/1,mail.yahoo.com,BidSwitch,Smartphone,1956642,4563,981461,1731673,106,7730.240616
PJ77L,Online Behavior>United States>Validated Demographic » Age>18-64,300x250 | VKCWD4290J,10% Discount - Ends 6/1,cars.com,PubMatic,Windows PC,48562,150,29108,45570,11,6346.633024
QB93I,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 18-54,300x250 | VFEQO2766Q,Sign up Now - 10% Off,accuweather.com,Google Ad Manager,Smartphone,14730,88,1272,12427,3,5190.535998
PQ96Y,Mobile Audience » Lifestyle » Arts Enthusiasts,300x250 | VFEQO2766Q,10% Discount - Ends 6/1,weather.com,PubMatic,Smartphone,40519,111,6105,26283,10,1582.410977
MS13X,Online Behavior>United States>Autos and Vehicles » Brands>Saab,320x50 | IKVKL3220N,10% Discount - Ends 6/1,geeksforgeeks.org,Google Ad Manager,Smartphone,109709,278,3064,15428,20,5409.083955
IS75Y,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 25-54,300x250 | EYGKX4350Z,Subscribe Today - 10% Discount,marca.com,Sharethrough,Smartphone,9725,80,6616,8778,1,4942.283987
KW71V,Online Behavior>United States>Beauty and Fitness>Face and Body Care » Make-Up and Cosmetics,300x250 | UKERS8216P,10% Discount - Ends 6/1,zdnet.com,BidSwitch,Apple PC,7585,13,5396,7417,24,7082.653802
SF13N,Media and Entertainment » Sports and Recreational Activities » Interest (Affinity) » Combat Sports,320x50 | HPTJG5110P,Sign up Now - 10% Off,npr.org,Smart RTB+ (Smartadserver),Smartphone,13592,85,7747,10690,1,1555.112078
VG47S,Online Behavior>United States>The Changing Consumer>Delivery Services and Quick Service Restaurants,300x250 | LWGFB7339T,Subscribe Today - 10% Discount,mail.aol.com,PubMatic,Smartphone,103665,270,77283,94019,4,5284.685565
JJ36T,Online Behavior>United States>Home and Garden>Homemaking and Interior Decor,300x250 | OCQZT2083G,10% Discount - Ends 6/1,dailymail.co.uk/news,Google Ad Manager,Smartphone,7921,50,4727,6513,11,5379.00144
VP28L,US » B2B » B2B Decision Maker Responsibilities » Purchasing Vehicles or Automobile Services,300x250 | OCQZT2083G,Subscribe Today - 10% Discount,yahoo.com,PubMatic,Smartphone,276716,799,114927,255481,49,2276.277471
PG30A,Travel and Tourism » Interest (Affinity) » Destinations » North America,320x50 | HPNMM5625A,Sign up Now - 10% Off,boattrader.com,Magnite DV+,Smartphone,12354,10,8561,11782,5,1808.307918
JM29G,Online Behavior>United States>Real Estate>Homeowner,300x250 | HPNMM5625A,10% Discount - Ends 6/1,ebay.com,Google Ad Manager,Smartphone,161178,492,70181,150003,11,5892.48218
SX19D,US »Connected Impulse-Shopper Audience,300x250 | SPQZY1149S,10% Discount - Ends 6/1,boxrox.com,Smart RTB+ (Smartadserver),Smartphone,35034,145,13904,34123,3,2141.469346
ID43C,US » Home and Garden Interests » House and Garden Merchandise Buyers,300x250 | MANZC3750L,Subscribe Today - 10% Discount,mail.aol.com,Index Exchange,Smartphone,15033,76,5495,7050,3,1650.72301
OB44N,Media and Entertainment,320x50 | MANZC3750L,10% Discount - Ends 6/1,weather.com,Google Ad Manager,Smartphone,654902,1874,40733,477114,14,3178.610315
AS27N,Online Behavior>United States>Travel>Tourist Destinations » Mountain and Ski Resorts,320x50 | ZDIZU7193X,Subscribe Today - 10% Discount,cbsnews.com,BidSwitch,Smartphone,35178,155,23374,33779,8,5738.809089
WG95N,Transactional » Q3 Home Entertainers,320x50 | QLFXM0266I,Subscribe Today - 10% Discount,mail.yahoo.com,PubMatic,Smartphone,50838,130,23274,35934,11,1521.372273
RZ75Y,"Online Behavior>United States>Arts and Entertainment>Events and Listings » Bars, Clubs and Nightlife",300x250 | VTXNC8329K,10% Discount - Ends 6/1,activebeat.com,Magnite DV+,Windows PC,81905,220,61995,71110,24,7065.66928
YO99V,US » B2B » B2B Decision Maker Responsibilities » Computer Software,300x250 | VTXNC8329K,Subscribe Today - 10% Discount,mail.aol.com,BidSwitch,Smartphone,136733,110,102728,127130,4,1946.050447
LP44Z,US » Brand Propensities » Media and Entertainment » wwe.com Buyer Propensity,300x250 | YQWKR0204V,Sign up Now - 10% Off,allrecipes.com,Google Ad Manager,Windows PC,20348,101,14945,19548,6,1596.552373
OP98H,US » Sociodemographic » P$YCLE Premier Lifestage » M3 Upscale Empty Nests,320x50 | WWPFG2583F,Sign up Today - 10% Off,historyallday.com,BidSwitch,Smartphone,14379,30,6272,11886,18,1973.562233
MR34R,Lotame » Travel » International Travel,300x250 | ONCOK8833J,10% Discount - Ends 6/1,eonline.com,Google Ad Manager,Smartphone,13464,84,1698,11234,1,1466.285104
IR49Y,Online Behavior>United States>Sports>Winter Sports » Ice Skating,300x250 | ONCOK8833J,Sign up Now - 10% Off,mail.yahoo.com,Google Ad Manager,Smartphone,470192,940,336480,443202,3,4963.966251
XB1G,US » Reach » Propensity Models » Hobbies and Interest » Books » E-Book Reader,300x250 | ONCOK8833J,10% Discount - Ends 6/1,yahoo.com,Magnite DV+,Smartphone,90123,60,33421,66729,9,3433.914287
XG28T,Online Behavior>United States>The Changing Consumer>Active Facebook Users,300x250 | XEEJE6586B,Sign up Today - 10% Off,finance.yahoo.com,Google Ad Manager,Windows PC,127090,299,30178,113438,24,5808.911254
LZ60O,Online Behavior>United States>Food and Drink>Beverages » Bottled Water,320x50 | XEEJE6586B,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,12879,71,7225,12173,9,5099.28249
QM5U,Online Behavior>United States>Intent » Shopping>CPG� Cosmetics,320x50 | XEEJE6586B,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,43327,140,4689,31363,14,4554.876884
XL58G,Real Estate » Property Type> Residential,300x250 | IMIDE3483V,10% Discount - Ends 6/1,tomsguide.com,Google Ad Manager,Apple PC,11043,125,4547,9666,13,1858.132171
KU42U,Online Behavior>United States>Validated Demographic » Gender>Female,300x50 | IMIDE3483V,Subscribe Today - 10% Discount,yourroyals.com,Google Ad Manager,Smartphone,10906,46,4735,6390,3,5694.27094
LV90F,"Online Behavior>United States>Intent » Shopping>Consumer Electronics » Computers, Laptops",320x50 | HFRGF7395P,Sign up Today - 10% Off,cargurus.com,Yahoo Exchange,Smartphone,16644,10,5055,15831,5,6386.464232
KX29G,Online Behavior>United States>Autos and Vehicles » Brands>Buick,300x250 | FTFVI5535W,Subscribe Today - 10% Discount,signupgenius.com,Google Ad Manager,Apple PC,21599,66,13600,20256,9,5551.387415
KZ94D,Online Behavior>United States>Intent » Shopping>Drug Stores » CVS,300x250 | CNFXR5394I,Sign up Now - 10% Off,drugs.com,BidSwitch,Smartphone,11697,64,6761,10783,3,5218.070231
LL46A,Lotame » Offline CPG Purchasers » Product Segment » Home Supplies,300x250 | CNFXR5394I,Sign up Today - 10% Off,ebay.com,PubMatic,Smartphone,13326,98,3568,11388,2,1442.032183
YC51G,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Females 25-44,320x50 | CNFXR5394I,Sign up Now - 10% Off,outlook.live.com,BidSwitch,Smartphone,264580,691,217526,240731,9,4874.651722
UO71X,US » Brand Propensities » Food and Drug » Postmates Buyer Propensity,300x250 | CNFXR5394I,Sign up Now - 10% Off,pandora.com,Google Ad Manager,Smartphone,13202,101,10871,12885,3,1699.060809
OZ77R,Online Behavior>United States>Intent » Services>Photography,300x50 | MKPKD5134L,10% Discount - Ends 6/1,mail.aol.com,Google Ad Manager,Smartphone,100058,435,73422,91976,8,5831.225793
LJ80N,US » Interest Propensities » Insurance » Northwestern Mutual,300x250 | TWADZ8901H,Sign up Today - 10% Off,ebay.com,GumGum,Smartphone,229908,489,98259,212073,4,1464.348944
ZG59Q,US » Brand Propensities » Travel » Choice Hotels Buyer Propensity,300x250 | JRFMX8886W,10% Discount - Ends 6/1,biblegateway.com,Magnite DV+,Smartphone,210096,590,90928,184823,4,2027.431388
NI16F,Online Behavior>United States>B2B » Occupation>SupplyChainManager,300x250 | JRFMX8886W,Sign up Now - 10% Off,my.earthlink.net,Google Ad Manager,Apple PC,7470,0,6753,7229,1,1738.995282
MQ23K,Online Behavior>United States>Sports>Sporting Goods,320x50 | AJJCI3040E,Sign up Now - 10% Off,calculator.net,Google Ad Manager,Smartphone,18633,60,9424,18087,15,6785.063293
QM37S,Lotame » Technology » Mobile Phones,300x250 | AJJCI3040E,Sign up Today - 10% Off,insider.com,PubMatic,Smartphone,39705,190,12950,38030,3,1476.419509
CV51T,Restaurants,300x250 | AJJCI3040E,10% Discount - Ends 6/1,timeanddate.com,Google Ad Manager,Smartphone,12280,40,9613,11247,4,1765.39871
WB83T,Online Behavior>United States>Beauty and Fitness>Fitness » Fitness Equipment and Accessories,300x250 | AJJCI3040E,Sign up Now - 10% Off,travelerdreams.com,Google Ad Manager,Windows PC,24875,67,14213,23455,8,4652.242051
BS61I,Retail,320x50 | AJJCI3040E,Sign up Today - 10% Off,weather.com,PubMatic,Smartphone,239164,699,86250,198209,41,2819.935266
DD97W,US » Reach » Propensity Models » Hobbies and Interest » Cultural Arts,300x250 | KWILC2964Y,Subscribe Today - 10% Discount,people.com,Google Ad Manager,Smartphone,17620,52,11197,16687,9,2407.794325
DD49S,Online Behavior>United States>Finance » Investing>Derivatives,320x50 | NNSZT1320N,10% Discount - Ends 6/1,biblegateway.com,Index Exchange,Smartphone,114384,100,61524,105104,12,5803.331454
AW54Q,Online Behavior>United States>Autos and Vehicles>Hybrid and Alternative Vehicles,300x50 | XVKEV1441G,Sign up Now - 10% Off,hindustantimes.com,Google Ad Manager,Smartphone,17518,60,11513,16192,12,6765.0004
VY60L,US » Brand Propensities » Electronics » Crutchfield Buyer Propensity,300x250 | XVKEV1441G,Sign up Today - 10% Off,signin.ebay.com,TripleLift,Smartphone,8437,63,5271,7065,2,1880.533168
XX77N,Mobile - US » Device Ownership » Smartphones » Huawei,300x250 | OYUEN2234N,Sign up Now - 10% Off,dailymail.co.uk/tvshowbiz,Google Ad Manager,Smartphone,7427,0,4752,6566,1,1504.784161
OB42J,Online Behavior>United States>Intent » Auto Buyers>New,320x50 | OYUEN2234N,Sign up Now - 10% Off,whatismyipaddress.com,Google Ad Manager,Smartphone,42830,160,24499,34496,5,6261.575724
HM31M,Online Behavior>United States>Autos and Vehicles » Brands>Honda,320x50 | PNVNP9772E,10% Discount - Ends 6/1,microsoftcasualgames.com,PubMatic,Smartphone,90463,204,803,2465,9,6120.602514
FU32X,US » Reach » Propensity Models » Online » Pets,320x50 | PNVNP9772E,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,68008,204,2996,49686,9,1923.808141
YU3U,Online Behavior>United States>Sports>Individual Sports » Running and Walking,300x250 | DZPSC2326G,10% Discount - Ends 6/1,cbsnews.com,BidSwitch,Smartphone,7229,20,5668,6760,3,6812.588702
FQ39O,US » Brand Propensities » Automotive » Tirerack.com Buyer Propensity,300x250 | EEIIB6951G,Sign up Today - 10% Off,mail.yahoo.com,Google Ad Manager,Smartphone,482834,1269,292059,428761,7,1594.463397
JX88L,US Demographic » Age » Specialty Age Range » 21+,300x250 | EEIIB6951G,Subscribe Today - 10% Discount,weather.com,PubMatic,Smartphone,180353,471,67637,145416,8,1720.881985
MY89Z,US » AUTO » Primary Vehicle » New or Used » Pre-owned,320x50 | ZJYWR9031U,Subscribe Today - 10% Discount,billboard.com,Google Ad Manager,Smartphone,11325,88,6186,10612,2,1573.25409
ES56X,Lotame » Personal Finance » Estate Planning,320x50 | ZJYWR9031U,Subscribe Today - 10% Discount,businessinsider.com,Google Ad Manager,Smartphone,59782,212,28235,57543,13,1455.703554
LG60H,US » Brand Propensities » Travel » Booking.com Buyer Propensity,320x50 | FGIVS1565C,Subscribe Today - 10% Discount,fandom.com,Google Ad Manager,Smartphone,22259,120,12405,17609,14,1611.340211
TC4L,Online Behavior>United States>B2B » Occupation>Entrepreneur,320x50 | PBYSO0802Z,10% Discount - Ends 6/1,weather.com,PubMatic,Smartphone,686858,2085,81956,624118,19,7467.081487
RA90E,US » Brand Propensities » Kids Products » Disney Buyer Propensity,300x250 | YQHRE6327U,Subscribe Today - 10% Discount,nbcchicago.com,Google Ad Manager,Apple PC,50517,270,17179,48389,2,1718.471077
DN86M,Online Behavior>United States>Intent » Shopping>Consumer Electronics » Televisions/TVs,320x50 | NVIPJ0384X,Subscribe Today - 10% Discount,msn.com,PubMatic,Smartphone,192201,489,113707,157940,3,6176.004154
DY73D,US » Reach » Propensity Models » Hobbies and Interest » Pets » Cat Owners,300x250 | WTKWQ3082S,Sign up Today - 10% Off,ebay.com,BidSwitch,Apple PC,63460,212,26978,59516,4,1945.433188
QG45D,"US Financial » Estimated Disposable Income » $0 - $99,999",300x250 | WTKWQ3082S,Subscribe Today - 10% Discount,fandom.com,OpenX,Windows PC,21143,56,3798,19588,3,1500.41822
TM74N,Online Behavior>United States>Validated Demographic » Age>25-64,320x50 | SQCYI9528I,Sign up Now - 10% Off,microsoftcasualgames.com,Magnite DV+,Smartphone,252170,650,9248,14192,1,5874.00478
GP76Y,OnAudience » Interest » Society,300x50 | XVRMT2814H,Subscribe Today - 10% Discount,thehulltruth.com,PubMatic,Smartphone,7531,10,3059,6523,1,1937.058388
PO22U,Online Behavior>United States>Home and Garden>Home Furnishings,320x50 | NOSEL1497A,Sign up Now - 10% Off,nypost.com,Google Ad Manager,Smartphone,25377,101,16698,23798,2,5175.142919
LB23B,Online Behavior>United States>Autos and Vehicles » Brands>Citroen,320x50 | VLMUA3410K,Sign up Today - 10% Off,reuters.com,Magnite DV+,Smartphone,9319,30,6193,8682,12,4594.604003
PH57X,US » Composite Segment » Women Born to Shop,320x50 | ZXNGE3860E,Subscribe Today - 10% Discount,drugs.com,Magnite DV+,Smartphone,12220,54,7133,11331,3,1478.392247
CW75T,"US » Reach » Propensity Models » Real Estate » Mortgage Amount » $120,000-$159,999",300x250 | URUUN6862Y,Sign up Today - 10% Off,m.timesofindia.com,Sovrn,Windows PC,15904,190,7523,14815,2,1825.725708
MH59A,Online Behavior>United States>People and Society>Family and Relationships » Moms,320x50 | URUUN6862Y,Subscribe Today - 10% Discount,my.yahoo.com,BidSwitch,Smartphone,26784,85,12708,22261,9,6643.161647
BM25C,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Females 55-64,300x250 | URUUN6862Y,Subscribe Today - 10% Discount,news.yahoo.com,Google Ad Manager,Smartphone,52006,160,24711,48019,12,5200.010118
GU98E,Online Behavior>United States>Food and Drink>Food and Grocery Delivery,300x250 | JLWUY6039V,Sign up Now - 10% Off,ebay.com,Google Ad Manager,Smartphone,262807,684,109871,236426,12,5150.468923
YJ57D,"US » B2B » Purchase DM » Technology Services, Hardware and » or Software » I have no input into the final decision",300x250 | ISDJU1050N,10% Discount - Ends 6/1,biblegateway.com,Google Ad Manager,Smartphone,130796,300,109118,122937,6,2196.661232
ZD52J,OnAudience » Interest » News & Magazines,320x50 | ISDJU1050N,Sign up Now - 10% Off,msn.com,Google Ad Manager,Smartphone,80456,204,46039,65383,3,2039.848792
JG62D,US » Brand Propensities » Apparel » JCPenney Buyer Propensity,300x250 | IQRYH0409J,10% Discount - Ends 6/1,greatschools.org,BidSwitch,Apple PC,12001,40,7173,11432,2,1659.932713
BJ86Y,US » Interest Propensities » TV and Movies » Network TV,320x50 | IQRYH0409J,Subscribe Today - 10% Discount,realtor.com,Google Ad Manager,Smartphone,104814,369,55984,99432,5,1942.847513
SN27L,Mobile - US » Food » Restaurant » Brand » Red Lobster,300x250 | BJMIP6724O,Sign up Today - 10% Off,thesaurus.com,BidSwitch,Smartphone,57917,212,3650,55128,5,1669.728905
XL67K,US » Multibuyer Behaviors » Club » Continuity Buyers,320x50 | BJMIP6724O,Subscribe Today - 10% Discount,zdnet.com,Index Exchange,Smartphone,12692,105,9048,12326,14,1541.719598
HI94Z,Online Behavior>United States>Beauty and Fitness>Fashion and Style » Fashion Modeling,320x50 | TXFJI8384J,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,18095,50,10021,16755,24,6768.758768
XK63D,US » Demo » Age » 55-64,300x250 | JKRHK0759G,Sign up Today - 10% Off,ajc.com,Magnite DV+,Smartphone,14136,88,4683,13273,3,1476.536841
PJ39B,US » B2B » B2B Decision Maker Responsibilities » Financial Services,300x250 | CTRRN0110B,Sign up Now - 10% Off,androidpolice.com,Taboola,Apple PC,11668,110,7860,11009,5,2653.981579
HQ23R,Mobile - US » Food » Restaurant » Brand » Five Guys,300x250 | WVOFQ9893P,10% Discount - Ends 6/1,ebay.com,BidSwitch,Smartphone,9210,80,3798,8619,2,1536.629068
AG15I,US » Interest Propensities » Insurance » Unitedhealth Group,320x50 | WVOFQ9893P,Sign up Today - 10% Off,forbes.com,Google Ad Manager,Smartphone,33069,140,17744,31192,14,1543.310611
RE88L,Online Behavior>United States>Intent » Travel>Graduation Trip,300x250 | WVOFQ9893P,Subscribe Today - 10% Discount,sallysbakingaddiction.com,Google Ad Manager,Windows PC,26415,60,13791,25315,11,6450.918637
FW95G,Online Behavior>United States>B2B » Occupation>PropertyManager,300x250 | WVOFQ9893P,10% Discount - Ends 6/1,whatismyipaddress.com,Google Ad Manager,Apple PC,7447,10,4163,5586,19,3311.941246
CY20G,Online Behavior>United States>Autos and Vehicles » Brands>Acura,300x250 | AGZHL2761K,Subscribe Today - 10% Discount,mail.aol.com,Google Ad Manager,Windows PC,83854,197,60626,76071,15,5783.843758
KS45B,Online Behavior>United States>Finance » Credit and Lending>Loans,300x250 | UHEJB8287K,Subscribe Today - 10% Discount,ebay.com,Google Ad Manager,Smartphone,1100942,2984,629973,1041225,147,7979.348589
SW21T,Travel and Tourism » Interest (Affinity) » Products » Air Travel,300x250 | LBNHI4328W,10% Discount - Ends 6/1,yahoo.com,BidSwitch,Windows PC,307888,863,134959,274790,11,1559.643865
LJ91A,Online Behavior>United States>B2B » Occupation>Teacher,300x250 | DRJAX5361M,Sign up Today - 10% Off,kbb.com,OpenX,Smartphone,49014,100,30349,46446,6,3628.34617
VC34U,Online Behavior>United States>Travel>Travel,320x50 | JVTFZ9150J,Subscribe Today - 10% Discount,cnn.com,Google Ad Manager,Smartphone,272509,736,89526,237859,69,8168.347077
PU59O,US » Sociodemographic » ConneXions Lifestage » F1 Early Adopting Elite,320x50 | JVTFZ9150J,Sign up Today - 10% Off,forbes.com,Google Ad Manager,Smartphone,20899,20,11394,19576,19,1649.459852
VL71W,US » AUTO » Auto Car Purchase Next Year » Yes,320x50 | JVTFZ9150J,Subscribe Today - 10% Discount,whatismyipaddress.com,Index Exchange,Smartphone,31359,66,18348,25950,24,1623.614838
JN42W,US » Interest Propensities » Music » Classic Rock,300x250 | CJPNR0822A,10% Discount - Ends 6/1,screenrant.com,Google Ad Manager,Windows PC,62040,174,43853,58642,15,2139.065793
DF26V,Online Behavior>United States>Finance » Financial Planning and Management>Asset and Portfolio Management,300x250 | YPPIQ5980X,Subscribe Today - 10% Discount,culturess.com,Google Ad Manager,Smartphone,9328,56,7102,8925,5,3408.076049
IA41T,Online Behavior>United States>Internet and Telecom>Web Services,320x50 | YPPIQ5980X,Subscribe Today - 10% Discount,realtor.com,Magnite DV+,Smartphone,14581,45,3821,12741,6,5296.970091
WC1W,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Females 18-54,320x50 | NEAPL8644K,Sign up Now - 10% Off,daily-choices.com,PubMatic,Smartphone,28553,90,11390,23355,13,5573.112396
QD76P,Mobile - US » Sports » Water Sports » Boating,320x50 | NEAPL8644K,10% Discount - Ends 6/1,heraldweekly.com,Sharethrough,Smartphone,13655,66,9519,13041,3,1475.245119
CK9M,Transactional » Q3 Casual Dining Restaurant Goers,300x250 | DUQDY1587I,Sign up Today - 10% Off,outlook.live.com,Google Ad Manager,Smartphone,284783,756,239363,261467,9,1605.538072
ZT96X,US » Interest Propensities » Insurance » Humana,300x50 | ONZOI4536S,Sign up Today - 10% Off,mlb.com,Kargo,Smartphone,12459,84,7290,11731,14,1593.010399
RI33T,Media and Entertainment » Television (TV) » Viewership » TV Genres » Drama,300x250 | ONZOI4536S,Sign up Today - 10% Off,semana.com,OpenX,Windows PC,16325,78,9558,15426,21,1814.098581
LX93C,Online Behavior>United States>The Changing Consumer>Telehealth,300x50 | ONZOI4536S,Sign up Today - 10% Off,slickdeals.net,Magnite DV+,Smartphone,19408,58,6596,13880,2,5492.821648
TW45O,Media and Entertainment » Movies » Enthusiasts,320x50 | DRBTQ7923R,Subscribe Today - 10% Discount,wsvn.com,BidSwitch,Smartphone,13466,150,8684,11766,1,1527.176274
LD51I,Online Behavior>United States>Intent » Travel>Budget Travel,300x50 | XDALU8746W,Subscribe Today - 10% Discount,yachtworld.com,PubMatic,Smartphone,10565,66,6248,10141,9,6236.113094
RJ65C,Mobile - US » Automotive » Vehicle Ownership » yes,300x50 | GKRMR1768T,Sign up Today - 10% Off,mail.yahoo.com,Google Ad Manager,Smartphone,562103,1450,340616,488921,8,1733.830172
YV40B,US » Reach » Sociodemographic » Dwelling Type » Multi-family Dwelling Unit,300x50 | LMZTH4259C,Sign up Now - 10% Off,activebeat.com,BidSwitch,Smartphone,68704,185,31283,59462,16,1605.566031
UY89F,US Financial » Likely Bank Account and Services » Saving Account » Personal or Join (Financial),300x250 | EYDEZ2877H,Sign up Today - 10% Off,msn.com,Magnite DV+,Smartphone,177632,485,70865,95871,5,1483.384404
YK77J,Online Behavior>United States>The Changing Consumer>DIY,320x50 | EYDEZ2877H,Sign up Today - 10% Off,techradar.com,Google Ad Manager,Smartphone,12161,20,6284,10919,4,7273.265988
UN23N,Online Behavior>United States>Arts and Entertainment>Events and Listings » Live Sporting Events,320x50 | FHVXB0831I,Subscribe Today - 10% Discount,my.yahoo.com,Google Ad Manager,Smartphone,21028,10,5781,16134,11,5101.321655
DA77E,US » Brand Propensities » Health » Beauty and Cosmetics » ULTA Buyer Propensity,320x50 | CSRWZ4875C,Sign up Now - 10% Off,mail.aol.com,Google Ad Manager,Smartphone,198754,480,137649,178415,4,1803.081497
VA92G,Online Behavior>United States>Games>Educational Games,300x50 | EBJQC0934G,Sign up Today - 10% Off,forbes.com,Google Ad Manager,Smartphone,119280,400,55665,112913,23,6492.676343
XK84O,Online Behavior>United States>Sports>Individual Sports » Golf,300x250 | EBJQC0934G,Sign up Today - 10% Off,realtor.com,Index Exchange,Smartphone,69928,210,30196,62327,9,6318.413085
HI15Q,"Lotame » Style, Fashion & Clothing » Women's Clothing Shoppers",320x50 | LTTNB2264R,Subscribe Today - 10% Discount,jdpower.com,Magnite DV+,Smartphone,9040,21,3585,8450,3,1473.192464
EO9I,US » Brand Propensities » Big Box Dollar Tree Buyer Propensity,320x50 | LTTNB2264R,Sign up Now - 10% Off,outlook.live.com,Magnite DV+,Smartphone,8278,40,6758,7537,1,1526.296619
DZ6D,Travel,300x250 | ECJRW6924Q,Sign up Today - 10% Off,whatismyipaddress.com,BidSwitch,Smartphone,12319,40,7028,10191,7,1668.016
IR61A,US » Reach » Propensity Models » Finance » Credit » Debit Card » Store Credit Card User,320x50 | AUSLN9199Y,Subscribe Today - 10% Discount,realtor.com,Magnite DV+,Smartphone,51515,144,18304,44891,14,2160.307325
RK95C,Mobile - US » Gamers » Online » Users,320x50 | AUSLN9199Y,Subscribe Today - 10% Discount,the-sun.com,Magnite DV+,Smartphone,16372,90,4731,15332,9,1704.511123
LJ77T,US » AUTO » Decision Maker for Auto Purchase » I was the sole decision-maker,300x250 | AUSLN9199Y,Subscribe Today - 10% Discount,yahoo.com,Google Ad Manager,Smartphone,1116343,3104,550519,977978,9,2494.217596
TF33H,Mobile - US » Device Ownership » Smartphones » iOS (Apple) » iPhone X,300x250 | TIBWX8177M,Sign up Now - 10% Off,finance.yahoo.com,Taboola,Windows PC,74426,150,39257,67151,15,1519.596552
YS41T,US » Reach » Propensity Models » Hobbies and Interest » Food and Drinks » Wine Lovers,300x250 | NTGKR4815F,Subscribe Today - 10% Discount,biblegateway.com,Google Ad Manager,Windows PC,64892,214,34731,59369,24,2096.285549
DE47I,Online Behavior>United States>Arts and Entertainment>Celebrities and Entertainment News,320x50 | NTGKR4815F,10% Discount - Ends 6/1,icy-veins.com,Google Ad Manager,Smartphone,9261,66,3852,8526,9,6511.029576
AZ42U,OnAudience » Interest » News » National News,300x50 | DJRUD9702Z,Sign up Now - 10% Off,greedyfinance.com,Google Ad Manager,Smartphone,20537,84,15587,19288,10,1609.880674
NT47W,Online Behavior>United States>Hobbies and Leisure>Crafts,320x50 | DJRUD9702Z,Subscribe Today - 10% Discount,news.yahoo.com,TripleLift,Smartphone,41513,113,20872,39250,9,6789.533401
NA38G,Online Behavior>United States>Autos and Vehicles » Brands>Mini,320x50 | DJRUD9702Z,Subscribe Today - 10% Discount,signupgenius.com,PubMatic,Smartphone,24100,110,11355,21740,5,5912.260975
DK21Q,"US » Reach » Sociodemographic » Estimated Current Home Value » $160,000-$199,999",300x250 | QLQTQ7912S,Subscribe Today - 10% Discount,boattrader.com,Google Ad Manager,Smartphone,13132,67,6133,12377,4,1807.693142
